	0	1	2	3	4	5	6	7
0	-1.0343396454216196	-0.35277399313494695	-4.851482622464956	-1.1734181064290075	5.316638472674825	0.3274684311851954	2.925040717319268	-1.0973064818272364
1	-0.8678508245651377	-0.7042135590732597	-4.127418509514448	-1.506722823510826	4.278969834346696	-2.8769904941337314	4.440836858791321	-0.8559956613651369
2	-0.17348843346693635	-0.5072657623122208	-4.268562641086921	-1.5794831914166387	3.9654320175366804	-2.1485870598517103	4.727788126485103	-0.9488062683805955
3	-1.0474907799481346	-0.1901929195736212	-4.2516388528889335	-0.8842629902116698	4.286740816363957	-2.2760032635711736	3.767868961948413	-0.5366526098556066
4	-0.5889034999071692	-0.17278893149339095	-4.232326776057122	-1.7110224768732736	3.1536531040483324	-1.711317537875129	2.8545646706569725	-0.9385631828634444
5	-0.0	0.0	-3.565150057105441	-0.8221244292292915	3.84887774777842	-1.3064438975589374	3.8430845065917523	-1.3155660464620156
6	-1.1812512287399468	0.20592541779997306	-4.6164884920273	-0.9746984431515457	4.0942570128548885	-3.968004004203137	4.983288578907102	0.8170618216363409
7	-0.0	-0.39963355341069423	-3.7885225171137793	-0.8085160025799241	3.7551369053838144	-1.4602280454467225	3.861205555861934	-1.5417483873946471
8	1.4918220041134291	0.9207803506261621	-1.5850485496002782	-1.579918642021134	4.608684326896847	-3.255126871739565	5.4042764082139225	0.2940571989919846
9	-0.8729737066561732	-0.1711077698764456	-3.716297527450167	-1.2814144254368078	3.5196107351097234	-4.423709506582914	5.342320032859511	0.5187364238788862
10	-0.9885338405182007	-0.5492930270645008	-5.447222238785805	-1.8904192670616389	4.2288423590833215	-3.5887648918171977	4.904038982349376	0.34209252083567226
